Date&Time,RCActions,JoyActions,VehiclePosition,ShovelPosition,ArmHeight,ArmShortHeight,BladeImu,VehicleImu,GridMap,Grade
"20-04,09:40:23","(1500, 902, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.009594055823981762, 1.0, 0.0, 0.0)",,,147,119,"{'orientation': x: -0.6052549505787793
y: -0.026133604675723704
z: -0.7827045048249764
w: 0.14267844137507532, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008730406170582732
y: 0.018875126892996207
z: -0.8710387307740698
w: -0.4907739185046079, 'angular_velocity': x: 0.0006908420473337173
y: -0.00020296219736337664
z: -0.00026875361800193787, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.8458766}",,N/A
"20-04,09:40:23","(1500, 978, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.3908505439758301, 1.0, 0.0, 0.0)",,,147,112,"{'orientation': x: -0.6052549505787793
y: -0.026133604675723704
z: -0.7827045048249764
w: 0.14267844137507532, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008730406170582732
y: 0.018875126892996207
z: -0.8710387307740698
w: -0.4907739185046079, 'angular_velocity': x: 0.0006908420473337173
y: -0.00020296219736337664
z: -0.00026875361800193787, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.8458766}",,N/A
"20-04,09:40:23","(1500, 1072, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.8550209999084473, 1.0, 0.0, 0.0)",,,147,112,"{'orientation': x: -0.6052549505787793
y: -0.026133604675723704
z: -0.7827045048249764
w: 0.14267844137507532, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008730406170582732
y: 0.018875126892996207
z: -0.8710387307740698
w: -0.4907739185046079, 'angular_velocity': x: 0.0006908420473337173
y: -0.00020296219736337664
z: -0.00026875361800193787, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.8458766}",,N/A
"20-04,09:40:23","(1500, 1100, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0)",,,147,112,"{'orientation': x: -0.6052549505787793
y: -0.026133604675723704
z: -0.7827045048249764
w: 0.14267844137507532, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008730406170582732
y: 0.018875126892996207
z: -0.8710387307740698
w: -0.4907739185046079, 'angular_velocity': x: 0.0006908420473337173
y: -0.00020296219736337664
z: -0.00026875361800193787, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.8458766}",,N/A
"20-04,09:40:29","(1500, 1096, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.9793437719345093, 1.0, 0.0, 0.0)",,,170,118,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1092, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.9627674221992493, 1.0, 0.0, 0.0)",,,170,118,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1072, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.8550209999084473, 1.0, 0.0, 0.0)",,,170,118,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1046, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.7306982278823853, 1.0, 0.0, 0.0)",,,170,118,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1032, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.6643927693367004, 1.0, 0.0, 0.0)",,,170,118,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1022, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.6063754558563232, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1012, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.5649345517158508, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1002, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.5069172382354736, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 988, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.4405796527862549, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 974, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.3659859895706177, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 960, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.29968053102493286, 1.0, 0.0, 0.0)",,,170,131,"{'orientation': x: 0.759502973614753
y: -0.20317125714375517
z: -0.2776349972827834
w: 0.5520828575719073, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 948, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.24166323244571686, 1.0, 0.0, 0.0)",,,170,121,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 934, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.16706956923007965, 1.0, 0.0, 0.0)",,,170,121,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 924, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.11734045296907425, 1.0, 0.0, 0.0)",,,170,121,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 908, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.04274679347872734, 1.0, 0.0, 0.0)",,,170,121,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, -0.0, 1.0, 0.0, 0.0)",,,170,121,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:29","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, -0.0, 1.0, 0.0, 0.0)",,,174,122,"{'orientation': x: -0.733517608723069
y: 0.28638486382241507
z: 0.17341340354759577
w: -0.5914925349796445, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00818416517974355
y: 0.0183432269295825
z: -0.864167169487846
w: -0.5028037874215796, 'angular_velocity': x: -0.00035196542739868164
y: -0.00010569079313427217
z: -0.0005648420192301273, 'linear_acceleration': x: 0.28439285000000003
y: -0.2549728999999988
z: 9.8262633}",,N/A
"20-04,09:40:30","(1500, 1500, 1500, 1146, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.2747517228126526, -0.0, 1.0, 0.0, 0.0)",,,178,125,"{'orientation': x: 0.6987132614978482
y: -0.35454703226684375
z: -0.07930195684057709
w: 0.6162851448469845, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008074417197853831
y: 0.01823430347637693
z: -0.8628084804420766
w: -0.505137446682466, 'angular_velocity': x: 0.00051528075709939
y: 0.0009738130029290915
z: 0.0003551114350557326, 'linear_acceleration': x: 0.2745862
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:30","(1500, 1500, 1500, 1008, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.9627031683921814, -0.0, 1.0, 0.0, 0.0)",,,178,125,"{'orientation': x: 0.6987132614978482
y: -0.35454703226684375
z: -0.07930195684057709
w: 0.6162851448469845, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008074417197853831
y: 0.01823430347637693
z: -0.8628084804420766
w: -0.505137446682466, 'angular_velocity': x: 0.00051528075709939
y: 0.0009738130029290915
z: 0.0003551114350557326, 'linear_acceleration': x: 0.2745862
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:30","(1500, 1500, 1500, 1000, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -1.0, -0.0, 1.0, 0.0, 0.0)",,,178,125,"{'orientation': x: 0.6987132614978482
y: -0.35454703226684375
z: -0.07930195684057709
w: 0.6162851448469845, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008074417197853831
y: 0.01823430347637693
z: -0.8628084804420766
w: -0.505137446682466, 'angular_velocity': x: 0.00051528075709939
y: 0.0009738130029290915
z: 0.0003551114350557326, 'linear_acceleration': x: 0.2745862
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:31","(1500, 1500, 1500, 1038, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.8052276372909546, -0.0, 1.0, 0.0, 0.0)",,,173,143,"{'orientation': x: -0.44573644865757395
y: -0.5253821790501834
z: 0.7067620156403475
w: -0.16056163153944406, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008016133590757143
y: 0.01811736374743363
z: -0.8615057808894611
w: -0.5073611063405808, 'angular_velocity': x: 0.0004915173631161451
y: -6.02119835093618e-05
z: -0.00042787380516529083, 'linear_acceleration': x: 0.28439285000000003
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:31","(1500, 1500, 1500, 1116, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.4156508445739746, -0.0, 1.0, 0.0, 0.0)",,,173,143,"{'orientation': x: -0.44573644865757395
y: -0.5253821790501834
z: 0.7067620156403475
w: -0.16056163153944406, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008016133590757143
y: 0.01811736374743363
z: -0.8615057808894611
w: -0.5073611063405808, 'angular_velocity': x: 0.0004915173631161451
y: -6.02119835093618e-05
z: -0.00042787380516529083, 'linear_acceleration': x: 0.28439285000000003
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:31","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 0.0)",,,173,143,"{'orientation': x: -0.44573644865757395
y: -0.5253821790501834
z: 0.7067620156403475
w: -0.16056163153944406, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008016133590757143
y: 0.01811736374743363
z: -0.8615057808894611
w: -0.5073611063405808, 'angular_velocity': x: 0.0004915173631161451
y: -6.02119835093618e-05
z: -0.00042787380516529083, 'linear_acceleration': x: 0.28439285000000003
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:31","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 0.0)",,,178,139,"{'orientation': x: 0.07251028744071283
y: 0.16452055237010405
z: -0.9641606084451757
w: -0.19511424137086883, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.008016133590757143
y: 0.01811736374743363
z: -0.8615057808894611
w: -0.5073611063405808, 'angular_velocity': x: 0.0004915173631161451
y: -6.02119835093618e-05
z: -0.00042787380516529083, 'linear_acceleration': x: 0.28439285000000003
y: -0.24516624999999878
z: 9.8262633}",,N/A
"20-04,09:40:37","(1500, 1500, 1500, 1500, 1000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 0.0)",,,174,155,"{'orientation': x: -0.5434567811753144
y: 0.24813835697339148
z: -0.8001914021960502
w: 0.05268588657915205, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007681649282506211
y: 0.01785423982273014
z: -0.8559485068969567
w: -0.5166956279334318, 'angular_velocity': x: 0.000798859866335988
y: -2.0413892343640324e-05
z: 3.68054024875164e-05, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.83606995}",,N/A
"20-04,09:40:37","(1500, 1500, 1500, 1500, 1000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, -0.0, -0.0, 1.0, 0.0, 0.0)",,,173,158,"{'orientation': x: -0.5434567811753144
y: 0.24813835697339148
z: -0.8001914021960502
w: 0.05268588657915205, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007681649282506211
y: 0.01785423982273014
z: -0.8559485068969567
w: -0.5166956279334318, 'angular_velocity': x: 0.000798859866335988
y: -2.0413892343640324e-05
z: 3.68054024875164e-05, 'linear_acceleration': x: 0.2745862
y: -0.2549728999999988
z: 9.83606995}",,N/A
